Year_Test,Year,Test,Test_Type,Test_Year,Location,Location2,Trait,Meta_data_type,Value
1999_UT00,1999,UT00,Uniform,UT00_1999,EloraONT,Elora_ONT,YieldBuA,L.S.D.,2.8
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,ManhattanKS,Manhattan_KS,YieldBuA,Reps,2
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LincolnNE,Lincoln_NE,YieldBuA,C.V.,4.8
1999_UTI,1999,UTI,Uniform,UTI_1999,AmesIA,Ames_IA,YieldBuA,L.S.D.,2.8
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,7
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LexingtonNE,Lexington_NE,YieldBuA,Reps,2
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,HoytvilleOH,Hoytville_OH,YieldBuA,C.V.,10.3
1999_UTI,1999,UTI,Uniform,UTI_1999,KanawhaIA,Kanawha_IA,YieldBuA,L.S.D.,2.8
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LincolnNE,Lincoln_NE,YieldBuA,Reps,2
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,C.V.,5.7
1999_UTII,1999,UTII,Uniform,UTII_1999,AldenIA,Alden_IA,YieldBuA,L.S.D.,2.8
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,HoytvilleOH,Hoytville_OH,YieldBuA,Reps,2
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,FairfieldIA,Fairfield_IA,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,WintersetIA,Winterset_IA,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LexingtonNE,Lexington_NE,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LincolnNE,Lincoln_NE,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,HoytvilleOH,Hoytville_OH,YieldBuA,Rows/Plot,4
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,24
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,FairfieldIA,Fairfield_IA,YieldBuA,RowSp.,27
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,WintersetIA,Winterset_IA,YieldBuA,RowSp.,27
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LexingtonNE,Lexington_NE,YieldBuA,RowSp.,30
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,LincolnNE,Lincoln_NE,YieldBuA,RowSp.,30
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,HoytvilleOH,Hoytville_OH,YieldBuA,RowSp.,30
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Rows/Plot,8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,7
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,CarbondaleIL,Carbondale_IL,YieldBuA,C.V.,15.7
2000_UT0,2000,UT0,Uniform,UT0_2000,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,2.8
1989_PTIIIB,1989,PTIIIB,Preliminary,PTIIIB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,UrbanaIL,Urbana_IL,YieldBuA,C.V.,7.4
2000_UTI,2000,UTI,Uniform,UTI_2000,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,CarbondaleIL,Carbondale_IL,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,9.3
2001_UT0,2001,UT0,Uniform,UT0_2001,WoodstockONT,Woodstock_ONT,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,LexingtonKY,Lexington_KY,YieldBuA,C.V.,7.6
2002_UT00,2002,UT00,Uniform,UT00_2002,BeachburgONT,Beachburg_ONT,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,ManhattanKS,Manhattan_KS,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,6.3
2002_UTI,2002,UTI,Uniform,UTI_2002,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,LexingtonKY,Lexington_KY,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,PortagevilleMO,Portageville_MO,YieldBuA,C.V.,7.9
2002_UTIV,2002,UTIV,Uniform,UTIV_2002,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,QueenstownMD,Queenstown_MD,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,MtOrabOH,MtOrab_OH,YieldBuA,C.V.,13.2
2004_UT0RR,2004,UT0RR,Uniform,UT0RR_2004,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,PortagevilleMO,Portageville_MO,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,SCharlestonOH,SCharleston_OH,YieldBuA,C.V.,8.7
2011_UTIII,2011,UTIII,Uniform,UTIII_2011,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,MtOrabOH,MtOrab_OH,YieldBuA,Reps,2
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,CarbondaleIL,Carbondale_IL,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,PortagevilleMO,Portageville_MO,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,MtOrabOH,MtOrab_OH,YieldBuA,Rows/Plot,4
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,CarbondaleIL,Carbondale_IL,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,LexingtonKY,Lexington_KY,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,QueenstownMD,Queenstown_MD,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,PortagevilleMO,Portageville_MO,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,MtOrabOH,MtOrab_OH,YieldBuA,RowSp.,30
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Rows/Plot,8
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,7
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,CarbondaleIL,Carbondale_IL,YieldBuA,C.V.,16.9
2014_PTIIIB,2014,PTIIIB,Preliminary,PTIIIB_2014,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,2.8
1989_PTIVA,1989,PTIVA,Preliminary,PTIVA_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,UrbanaIL,Urbana_IL,YieldBuA,C.V.,5.7
1995_UTI,1995,UTI,Uniform,UTI_1995,BrookingsSD,Brookings_SD,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,CarbondaleIL,Carbondale_IL,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,6
1997_UT0,1997,UT0,Uniform,UT0_1997,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,LexingtonKY,Lexington_KY,YieldBuA,C.V.,9.9
2001_UT00,2001,UT00,Uniform,UT00_2001,EloraONT,Elora_ONT,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,ManhattanKS,Manhattan_KS,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,7.4
2001_UT00,2001,UT00,Uniform,UT00_2001,StBrunoMontarvilleQUE,StBrunoMontarville_QUE,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,LexingtonKY,Lexington_KY,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,PortagevilleMO,Portageville_MO,YieldBuA,C.V.,11.8
2002_PT0,2002,PT0,Preliminary,PT0_2002,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,QueenstownMD,Queenstown_MD,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,MtOrabOH,MtOrab_OH,YieldBuA,C.V.,17
2002_UT0,2002,UT0,Uniform,UT0_2002,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,PortagevilleMO,Portageville_MO,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,C.V.,5.4
2002_UT0,2002,UT0,Uniform,UT0_2002,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,2.9
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,MtOrabOH,MtOrab_OH,YieldBuA,Reps,2
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,CarbondaleIL,Carbondale_IL,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,PortagevilleMO,Portageville_MO,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,MtOrabOH,MtOrab_OH,YieldBuA,Rows/Plot,4
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,CarbondaleIL,Carbondale_IL,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,LexingtonKY,Lexington_KY,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,QueenstownMD,Queenstown_MD,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,PortagevilleMO,Portageville_MO,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,MtOrabOH,MtOrab_OH,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Rows/Plot,8
1989_UT0,1989,UT0,Uniform,UT0_1989,BadAxeMI,BadAxe_MI,YieldBuA,C.V.,16.7
2003_PT0RR,2003,PT0RR,Preliminary,PT0RR_2003,NepeanONT,Nepean_ONT,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,MorrisMN,Morris_MN,YieldBuA,C.V.,13.9
2007_UTIIIRR,2007,UTIIIRR,Uniform,UTIIIRR_2007,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,RosemountMN,Rosemount_MN,YieldBuA,C.V.,10.4
2008_PTIIIRR,2008,PTIIIRR,Preliminary,PTIIIRR_2008,AshlandKS,Ashland_KS,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,CasseltonND,Casselton_ND,YieldBuA,C.V.,24.3
2008_UT00RR,2008,UT00RR,Uniform,UT00RR_2008,CrookstonMN,Crookston_MN,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,OttawaONT,Ottawa_ONT,YieldBuA,C.V.,7.3
2015_UTIII,2015,UTIII,Uniform,UTIII_2015,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,SmithfieldONT,Smithfield_ONT,YieldBuA,C.V.,16.4
2015_UTIV,2015,UTIV,Uniform,UTIV_2015,OnagaKS,Onaga_KS,YieldBuA,L.S.D.,2.9
1989_UT0,1989,UT0,Uniform,UT0_1989,WoodstockONT,Woodstock_ONT,YieldBuA,C.V.,11.2
1993_UTIV,1993,UTIV,Uniform,UTIV_1993,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,3
1989_UT0,1989,UT0,Uniform,UT0_1989,WilmotSD,Wilmot_SD,YieldBuA,C.V.,8.6
1995_UTI,1995,UTI,Uniform,UTI_1995,WatertownSD,Watertown_SD,YieldBuA,L.S.D.,3
1989_UT0,1989,UT0,Uniform,UT0_1989,SpoonerWI,Spooner_WI,YieldBuA,C.V.,15.6
1998_UTI,1998,UTI,Uniform,UTI_1998,KanawhaIA,Kanawha_IA,YieldBuA,L.S.D.,3
1989_UT0,1989,UT0,Uniform,UT0_1989,BadAxeMI,BadAxe_MI,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,CasseltonND,Casselton_ND,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,OttawaONT,Ottawa_ONT,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,SmithfieldONT,Smithfield_ONT,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,WoodstockONT,Woodstock_ONT,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,WilmotSD,Wilmot_SD,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,SpoonerWI,Spooner_WI,YieldBuA,Rows/Plot,4
1989_UT0,1989,UT0,Uniform,UT0_1989,MorrisMN,Morris_MN,YieldBuA,RowSp.,10
1989_UT0,1989,UT0,Uniform,UT0_1989,RosemountMN,Rosemount_MN,YieldBuA,RowSp.,10
1989_UT0,1989,UT0,Uniform,UT0_1989,WoodstockONT,Woodstock_ONT,YieldBuA,RowSp.,15
1989_UT0,1989,UT0,Uniform,UT0_1989,OttawaONT,Ottawa_ONT,YieldBuA,RowSp.,16
1989_UT0,1989,UT0,Uniform,UT0_1989,SmithfieldONT,Smithfield_ONT,YieldBuA,RowSp.,16
1989_UT0,1989,UT0,Uniform,UT0_1989,BadAxeMI,BadAxe_MI,YieldBuA,RowSp.,20
1989_UT0,1989,UT0,Uniform,UT0_1989,CasseltonND,Casselton_ND,YieldBuA,RowSp.,30
1989_UT0,1989,UT0,Uniform,UT0_1989,WilmotSD,Wilmot_SD,YieldBuA,RowSp.,30
1989_PTIVB,1989,PTIVB,Preliminary,PTIVB_1989,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
1989_UTIII,1989,UTIII,Uniform,UTIII_1989,RidgwayIL,Ridgway_IL,YieldBuA,Reps,2
1989_UTIV,1989,UTIV,Uniform,UTIV_1989,RidgwayIL,Ridgway_IL,YieldBuA,Reps,2
1990_PTI,1990,PTI,Preliminary,PTI_1990,KanawhaIA,Kanawha_IA,YieldBuA,Reps,2
1990_PTI,1990,PTI,Preliminary,PTI_1990,RoyalIA,Royal_IA,YieldBuA,Reps,2
1989_UT0,1989,UT0,Uniform,UT0_1989,MorrisMN,Morris_MN,YieldBuA,Rows/Plot,10
1989_UT0,1989,UT0,Uniform,UT0_1989,RosemountMN,Rosemount_MN,YieldBuA,Rows/Plot,10
1990_PTI,1990,PTI,Preliminary,PTI_1990,LambertonMN,Lamberton_MN,YieldBuA,Reps,2
1990_PTI,1990,PTI,Preliminary,PTI_1990,WasecaMN,Waseca_MN,YieldBuA,Reps,2
1990_PTI,1990,PTI,Preliminary,PTI_1990,BrookingsSD,Brookings_SD,YieldBuA,Reps,2
1990_PTI,1990,PTI,Preliminary,PTI_1990,ArlingtonWI,Arlington_WI,YieldBuA,Reps,2
1989_UT0,1989,UT0,Uniform,UT0_1989,SpoonerWI,Spooner_WI,YieldBuA,RowSp.,36
1989_UT00,1989,UT00,Uniform,UT00_1989,BrandonMAN,Brandon_MAN,YieldBuA,C.V.,14.2
1999_PT0,1999,PT0,Preliminary,PT0_1999,StBrunoMontarvilleQUE,StBrunoMontarville_QUE,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,CrookstonMN,Crookston_MN,YieldBuA,C.V.,24.1
1999_UT00,1999,UT00,Uniform,UT00_1999,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,MoorheadMN,Moorhead_MN,YieldBuA,C.V.,34.7
2000_UTII,2000,UTII,Uniform,UTII_2000,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,ShellyMN,Shelly_MN,YieldBuA,C.V.,49.5
2001_PT0,2001,PT0,Preliminary,PT0_2001,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,CasseltonND,Casselton_ND,YieldBuA,C.V.,21.6
2005_UTI,2005,UTI,Uniform,UTI_2005,AuroraSD,Aurora_SD,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,EloraONT,Elora_ONT,YieldBuA,C.V.,6.9
2006_UTIIIRR,2006,UTIIIRR,Uniform,UTIIIRR_2006,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,OttawaONT,Ottawa_ONT,YieldBuA,C.V.,6.8
2012_UT00,2012,UT00,Uniform,UT00_2012,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,SpoonerWI,Spooner_WI,YieldBuA,C.V.,11.6
2014_UTIII,2014,UTIII,Uniform,UTIII_2014,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,3
1989_UT00,1989,UT00,Uniform,UT00_1989,BrandonMAN,Brandon_MAN,YieldBuA,Rows/Plot,4
1989_UT00,1989,UT00,Uniform,UT00_1989,CasseltonND,Casselton_ND,YieldBuA,Rows/Plot,4
1989_UT00,1989,UT00,Uniform,UT00_1989,EloraONT,Elora_ONT,YieldBuA,Rows/Plot,4
1989_UT00,1989,UT00,Uniform,UT00_1989,OttawaONT,Ottawa_ONT,YieldBuA,Rows/Plot,4
1989_UT00,1989,UT00,Uniform,UT00_1989,SpoonerWI,Spooner_WI,YieldBuA,Rows/Plot,4
1989_UT00,1989,UT00,Uniform,UT00_1989,BrandonMAN,Brandon_MAN,YieldBuA,RowSp.,9
1989_UT00,1989,UT00,Uniform,UT00_1989,MoorheadMN,Moorhead_MN,YieldBuA,RowSp.,10
1989_UT00,1989,UT00,Uniform,UT00_1989,ShellyMN,Shelly_MN,YieldBuA,RowSp.,10
1989_UT00,1989,UT00,Uniform,UT00_1989,CrookstonMN,Crookston_MN,YieldBuA,RowSp.,12
1989_UT00,1989,UT00,Uniform,UT00_1989,EloraONT,Elora_ONT,YieldBuA,RowSp.,15
1989_UT00,1989,UT00,Uniform,UT00_1989,OttawaONT,Ottawa_ONT,YieldBuA,RowSp.,16
1989_UT00,1989,UT00,Uniform,UT00_1989,SpoonerWI,Spooner_WI,YieldBuA,RowSp.,24
1989_UT00,1989,UT00,Uniform,UT00_1989,CasseltonND,Casselton_ND,YieldBuA,RowSp.,30
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,AmesIA,Ames_IA,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,MarshalltownIA,Marshalltown_IA,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,EastLansingMI,EastLansing_MI,YieldBuA,Reps,2
1989_UT00,1989,UT00,Uniform,UT00_1989,CrookstonMN,Crookston_MN,YieldBuA,Rows/Plot,8
1989_UT00,1989,UT00,Uniform,UT00_1989,MoorheadMN,Moorhead_MN,YieldBuA,Rows/Plot,8
1989_UT00,1989,UT00,Uniform,UT00_1989,ShellyMN,Shelly_MN,YieldBuA,Rows/Plot,8
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,ConcordNE,Concord_NE,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,AdelphiaNJ,Adelphia_NJ,YieldBuA,Reps,2
1990_PTIIA,1990,PTIIA,Preliminary,PTIIA_1990,HoytvilleOH,Hoytville_OH,YieldBuA,Reps,2
1989_UTI,1989,UTI,Uniform,UTI_1989,CorwithIA,Corwith_IA,YieldBuA,C.V.,16.3
2019_PTIIIA,2019,PTIIIA,Preliminary,PTIIIA_2019,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,3
1989_UTI,1989,UTI,Uniform,UTI_1989,NashuaIA,Nashua_IA,YieldBuA,C.V.,10
1989_UT00,1989,UT00,Uniform,UT00_1989,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,RoyalIA,Royal_IA,YieldBuA,C.V.,4.5
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,17.3
1999_PTIIIB,1999,PTIIIB,Preliminary,PTIIIB_1999,AmesIA,Ames_IA,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,BrittonMI,Britton_MI,YieldBuA,C.V.,19.9
2000_PT0,2000,PT0,Preliminary,PT0_2000,StBrunoMontarvilleQUE,StBrunoMontarville_QUE,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,SaginawCountyMI,SaginawCounty_MI,YieldBuA,C.V.,36.3
2000_PTIVB,2000,PTIVB,Preliminary,PTIVB_2000,ManhattanKS,Manhattan_KS,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,LambertonMN,Lamberton_MN,YieldBuA,C.V.,9.6
2001_PT0,2001,PT0,Preliminary,PT0_2001,WoodstockONT,Woodstock_ONT,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,WasecaMN,Waseca_MN,YieldBuA,C.V.,17.2
2003_PT0,2003,PT0,Preliminary,PT0_2003,WoodstockONT,Woodstock_ONT,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,ConcordNE,Concord_NE,YieldBuA,C.V.,14.2
2003_UTI,2003,UTI,Uniform,UTI_2003,TalbotvilleONT,Talbotville_ONT,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,MeadNE,Mead_NE,YieldBuA,C.V.,9
2004_UT0,2004,UT0,Uniform,UT0_2004,OttawaONT,Ottawa_ONT,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,InwoodONT,Inwood_ONT,YieldBuA,C.V.,7.7
2004_UTIIRR,2004,UTIIRR,Uniform,UTIIRR_2004,UrbanaIL,Urbana_IL,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,LondonONT,London_ONT,YieldBuA,C.V.,6.1
2005_UTIV,2005,UTIV,Uniform,UTIV_2005,ColumbiaMO,Columbia_MO,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,StateCollegePA,StateCollege_PA,YieldBuA,C.V.,9.1
2006_UT00,2006,UT00,Uniform,UT00_2006,CrookstonMN,Crookston_MN,YieldBuA,L.S.D.,3.1
1989_UTI,1989,UTI,Uniform,UTI_1989,BrookingsSD,Brookings_SD,YieldBuA,C.V.,8.2
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,AshlandKS,Ashland_KS,YieldBuA,L.S.D.,3.1
